State,District,Year,Acerage,Yield,PRCP_Jun,PRCP_Jul,PRCP_Aug,PRCP_Sep,PRCP_Oct,PRCP_Nov,TMAX_Jun,TMAX_Jul,TMAX_Aug,TMAX_Sep,TMAX_Oct,TMAX_Nov,TMIN_Jun,TMIN_Jul,TMIN_Aug,TMIN_Sep,TMIN_Oct,TMIN_Nov,WIND_Jun,WIND_Jul,WIND_Aug,WIND_Sep,WIND_Oct,WIND_Nov,RH_Jun,RH_Jul,RH_Aug,RH_Sep,RH_Oct,RH_Nov,SRAD_Jun,SRAD_Jul,SRAD_Aug,SRAD_Sep,SRAD_Oct,SRAD_Nov,LAImax_Aug,LAImax_Jul,LAImax_Jun,LAImax_Nov,LAImax_Oct,LAImax_Sep,GPPsum_Aug,GPPsum_Jul,GPPsum_Jun,GPPsum_Nov,GPPsum_Oct,GPPsum_Sep
Madhya Pradesh,Damoh,2025,0.800000,755.000000,186.208617,587.089249,178.190490,195.076176,49.533434,0.435262,36.168351,30.389979,31.366075,31.759849,30.658079,27.814489,25.605066,23.727576,24.173920,23.840608,21.012535,13.185616,2.995736,2.962502,2.548212,1.021344,0.900319,0.524246,53.725200,74.893702,72.860084,68.043007,68.020477,55.044658,513.229059,397.095603,454.112053,463.090233,482.462968,482.391420,3.442104,0.862357,0.478754,0.673676,0.939052,2.310641,180.304357,110.471351,29.867978,63.393680,42.327425,143.995640
Madhya Pradesh,Datia,2021,0.000000,1000.000000,45.318482,240.995015,247.233231,151.009799,84.410954,1.525559,39.332860,34.547299,32.681822,32.961149,32.864264,29.014505,26.743901,27.015171,25.481496,24.888675,20.792296,13.047007,1.471596,1.460502,1.358927,1.198185,0.795072,0.553304,49.817020,65.105550,72.333867,73.911672,57.450763,49.927200,629.226406,496.331641,476.997072,481.909307,557.681741,412.590914,1.598118,0.635753,0.506048,0.615591,1.270430,2.221909,128.963038,70.691532,28.815188,62.284005,79.058468,142.203629
Madhya Pradesh,Datia,2023,0.009000,889.000000,113.132465,212.593641,227.065504,155.645309,3.522111,6.420429,38.281829,34.245111,33.055475,33.546937,33.803678,28.924536,26.697923,26.148543,25.305435,24.796762,19.641951,15.178854,2.620983,2.436564,2.445945,2.140889,1.522041,1.223151,49.356532,70.879435,69.045889,66.038001,48.970996,53.653828,380.925357,499.994322,489.161052,492.095649,552.986655,405.601209,2.619758,1.275269,0.519624,0.545296,1.053629,2.501478,155.454032,90.175941,20.937500,49.127419,64.059140,156.118548
Madhya Pradesh,Datia,2024,0.004000,1000.000000,90.933139,235.167607,336.478124,354.588576,0.038326,0.000000,41.337095,34.796000,32.405591,32.680078,34.406928,30.409487,28.884776,26.763348,25.070909,24.769652,21.952558,15.229494,2.900436,2.623463,2.252797,2.321524,1.451676,1.072544,43.810137,71.066217,75.762371,71.086799,53.187963,47.581169,593.504343,491.078715,430.039322,445.337155,519.116424,435.250206,3.095430,1.063306,0.384677,0.519892,1.335618,3.326478,137.268414,76.751478,12.704301,44.637231,93.677957,168.750134
Madhya Pradesh,Datia,2025,,,195.544920,511.707109,143.813678,111.093960,87.708152,0.963775,37.517749,32.219006,32.409914,33.142149,30.909034,27.978804,26.252257,24.741389,25.003783,24.636036,20.376688,12.614150,2.788081,2.752825,2.294198,1.104218,0.973590,0.504935,50.270391,72.200258,72.577497,64.479501,64.939254,53.404262,545.989643,443.720824,451.873333,496.273609,471.336162,455.813088,2.378763,0.835081,0.465860,0.776075,1.094086,2.306855,158.856452,90.760484,29.867204,63.947043,43.310753,156.340726
Madhya Pradesh,Dewas,2021,3.890000,1085.000000,189.419284,237.147988,223.560601,273.460264,83.587147,0.007985,36.429124,31.033373,30.161334,31.064489,32.374049,29.796052,24.373176,24.497420,23.062151,23.386940,20.362385,15.184022,2.156729,2.148114,1.988948,1.562082,1.145978,1.259310,56.131242,68.110179,73.677119,74.324483,55.217954,44.406164,583.988871,472.777426,418.030560,438.752299,573.765218,460.801963,3.267373,1.651964,0.644195,0.820255,1.258941,2.705705,163.108433,102.039878,38.413223,70.650313,73.511298,122.614208
Madhya Pradesh,Dewas,2022,3.043000,1098.000000,95.919415,582.698158,476.547674,196.924251,94.754000,0.000000,38.083109,29.975351,29.901804,31.308661,31.660210,30.129594,26.004769,23.219416,22.984557,23.015395,19.122421,13.808231,1.674561,2.114164,1.553396,1.090424,0.899439,0.713902,43.891449,76.185619,74.820528,70.351440,54.082233,42.816713,716.087198,741.345400,744.282202,711.625324,736.982197,719.671847,3.464259,1.561369,0.413838,0.900145,0.916278,3.325258,143.751903,143.751903,143.751903,143.751903,107.813927,143.751903
Madhya Pradesh,Dewas,2023,3.328000,1060.000000,120.744302,430.817316,84.007530,406.866147,2.991452,23.581868,36.800327,31.606622,30.513831,31.547620,33.938970,30.152592,25.228401,23.964953,23.040728,23.000585,19.391818,15.877770,3.194565,2.912497,3.078274,2.476165,1.764394,1.497244,49.668662,72.217168,69.691842,68.024242,46.085770,50.478983,463.716714,419.412167,440.897755,451.755760,602.955825,457.002295,3.540823,1.888645,0.395779,1.329247,0.823527,2.375205,208.470428,124.447960,30.426214,72.863040,57.489825,115.216438
Madhya Pradesh,Dewas,2024,3.361000,1115.000000,121.489478,367.203980,297.941473,230.097611,41.596400,0.000000,37.572085,30.774169,30.129733,31.188856,33.194178,30.442308,25.905222,24.020856,23.403173,23.101998,21.564351,14.995873,3.253526,3.142085,2.710354,2.564128,1.692363,1.269147,50.004557,73.828386,75.778344,70.308459,55.690342,44.884279,582.440801,350.867368,391.387357,432.817948,547.405057,502.469387,4.006336,1.339062,0.473931,0.671814,1.033232,2.512034,172.870715,121.364399,28.666541,57.128357,80.119496,130.725206
Madhya Pradesh,Dewas,2025,3.450000,1050.000000,139.488352,311.019710,242.221499,240.865691,44.890727,1.882253,34.735312,29.909350,30.732041,30.951563,31.162138,28.844355,24.622629,23.212795,23.222317,22.448096,20.182677,13.336826,3.255438,3.344122,2.622301,1.195988,1.044996,0.574974,54.848954,73.039563,70.507224,65.336373,62.142328,49.629642,521.078645,379.320342,437.212934,451.099800,506.476002,501.731579,4.145338,1.203799,0.665791,0.952879,1.020823,2.203783,181.742944,137.498526,36.613044,85.200551,43.832933,144.764409
Madhya Pradesh,Dhar,2021,2.410000,1189.000000,128.698009,192.814368,145.071043,252.571675,71.012285,8.667777,35.916520,30.810370,30.074372,30.836692,32.390606,30.081324,24.666216,24.331661,23.004637,23.225086,20.470732,15.844230,2.618730,2.697696,2.283802,1.897422,1.313685,1.472252,56.441204,68.506643,72.861803,75.166041,55.866205,44.219772,591.455587,472.347868,424.503453,424.158705,567.951088,457.941121,2.815223,0.943194,0.433295,0.912078,1.503980,3.767625,171.745579,98.114979,31.686905,71.117140,81.501932,133.868118
Madhya Pradesh,Dhar,2022,2.189000,1225.000000,72.867481,319.048748,263.671246,212.069947,84.795888,0.000000,37.392163,29.822566,29.981802,31.362338,31.974992,30.559557,25.605547,23.247075,23.084606,23.040731,19.621599,14.800508,1.969728,2.371136,1.536426,1.183945,0.936383,0.704275,45.981625,75.191645,74.641590,69.814938,53.629306,42.849727,734.179064,758.535335,754.346902,725.590267,757.337922,732.211361,3.707008,1.089329,0.360631,0.969542,0.964344,3.788004,131.323459,131.323459,131.323459,131.323459,98.492595,131.323459
Madhya Pradesh,Dhar,2023,2.704000,1175.000000,81.334516,359.328797,79.485643,476.259485,0.000000,52.003350,36.438404,31.118446,30.311682,31.372512,34.056218,30.552163,25.124728,23.711361,23.011722,22.936017,19.788144,16.527807,3.470862,3.332729,3.327279,2.743565,1.939188,1.799815,48.815473,71.836072,69.396340,68.380993,47.212991,50.011477,479.769462,406.459916,434.077177,454.534751,606.277422,462.374152,3.334009,1.446116,0.302834,1.206331,0.904328,3.146331,208.697666,116.276662,26.844327,73.005455,60.924094,135.487926
Madhya Pradesh,Dhar,2024,2.812000,1275.000000,130.430648,247.163655,267.664701,286.777123,79.524865,0.000000,36.971612,30.682766,29.980225,30.944770,33.022400,30.628501,25.730342,24.133960,23.368218,22.957875,21.669201,15.380727,3.456941,3.484324,2.932083,2.760289,1.800034,1.443214,51.453459,73.440487,75.340329,70.355575,57.182542,44.409125,585.519309,352.808419,385.512229,437.670818,545.708421,506.181546,3.785071,1.620990,0.431989,0.644323,1.142239,2.559495,171.948479,108.722961,24.911691,54.483963,87.509267,142.151115
Madhya Pradesh,Dhar,2025,2.965000,1185.000000,193.339906,180.088271,262.892726,257.957223,81.527308,4.166634,34.212139,30.049124,30.517262,30.587805,31.070913,28.754369,24.577258,23.309770,23.125890,22.312915,20.224768,14.019611,3.441036,3.713896,2.841970,1.414321,1.089994,0.554090,55.935227,71.159619,70.210088,65.810342,62.396926,51.651897,522.767034,398.635895,434.867811,444.428663,501.706965,500.012381,3.355723,1.205110,0.376177,1.047165,1.144405,2.413179,166.555369,120.436199,31.290629,94.435878,17.578961,155.416060
Madhya Pradesh,Guna,2021,2.520000,614.000000,111.868504,339.812561,646.987183,214.368033,77.759328,5.739710,37.814240,32.452808,30.830773,31.828056,32.575941,29.365382,25.513320,25.676077,23.720529,23.915001,20.131918,13.661724,1.852241,1.726594,1.901049,1.382853,0.984548,0.937450,50.637118,66.076310,74.538491,74.359421,53.818999,42.721193,625.187329,474.269893,432.465813,458.788165,578.652780,446.262499,1.817248,0.656144,0.480171,0.616094,1.371643,2.566030,163.581273,77.520228,29.903555,54.459263,74.703714,140.037061
Madhya Pradesh,Guna,2022,2.815000,982.000000,147.089197,430.717692,507.755117,249.493754,92.213871,0.000000,39.345756,32.055510,30.615757,31.899513,32.012773,29.805913,26.919454,24.016832,23.412676,23.391270,19.069067,13.241261,1.347703,1.875814,1.302340,1.083765,0.811603,0.628744,42.410679,73.082210,75.197717,70.032061,53.750955,43.483582,736.482916,761.314276,761.962976,736.072977,760.674452,736.464440,3.447213,1.499207,0.453814,0.635742,0.885999,2.690005,115.085740,115.085740,115.085740,115.085740,86.314305,115.085740
Madhya Pradesh,Guna,2023,1.454000,945.000000,156.246893,253.824645,124.972765,165.138676,0.160099,5.666386,37.271011,32.903359,31.514286,32.673882,34.064349,29.520140,25.869133,24.923088,23.819690,23.581415,19.402537,15.308114,2.953543,2.727174,2.867462,2.360023,1.682337,1.342576,49.343930,70.566230,69.015940,65.815836,45.343689,50.891445,436.235672,470.190282,468.499026,484.994261,581.874514,435.422169,3.837914,1.836149,0.398274,0.653714,0.872157,2.931435,181.943637,103.801927,19.354290,49.720174,55.924256,138.341347
Madhya Pradesh,Guna,2024,0.945000,916.000000,146.046052,316.262864,469.172482,239.884703,1.974188,0.000000,39.391116,32.729394,30.477989,31.762892,33.925115,30.496292,27.384047,25.227767,23.809703,23.537955,21.322061,14.650417,3.086332,2.998429,2.595559,2.459738,1.550350,1.136255,46.851404,71.406642,76.693926,69.955194,51.886362,43.919871,581.233121,441.306608,391.405072,452.207716,539.951802,475.810595,3.496160,2.590680,0.346291,0.439653,1.029529,3.391638,149.029858,108.263566,13.233304,39.239296,75.186605,156.175949
Madhya Pradesh,Guna,2025,0.333000,685.000000,267.739378,747.988624,246.905542,173.362784,74.667405,3.343937,36.041686,30.260991,31.249265,31.881844,30.746288,28.257065,25.299938,23.666828,23.796709,23.306313,19.736582,12.746858,3.013015,3.088491,2.529140,1.044683,0.964421,0.449679,51.940271,74.460245,71.197000,64.021529,62.178120,49.561844,530.073685,386.371528,463.675539,486.693239,494.547672,484.699189,3.389244,0.759145,0.403024,0.613157,1.036828,2.561328,162.089577,122.847887,26.387857,65.114186,38.130820,179.354463
Madhya Pradesh,Harda,2021,1.680000,965.000000,195.006660,297.651130,176.172540,266.844949,102.745633,2.559014,36.534162,30.911118,30.303668,31.029364,32.366187,30.010920,24.114671,24.360628,23.042685,23.388927,20.445191,15.883530,1.895665,1.958343,1.738138,1.466055,1.167002,1.208129,58.057530,68.975506,73.867391,74.416686,54.879470,45.134714,560.242454,466.333428,422.053195,439.439286,576.844976,464.332741,3.275337,1.452276,0.799100,0.702530,1.193200,2.503636,172.618674,94.922337,40.877022,59.145998,65.843385,135.826842
Madhya Pradesh,Harda,2022,1.623000,800.000000,112.219298,698.734890,442.661970,244.026743,90.411528,0.000000,38.201100,29.857126,30.138346,31.195339,31.440271,30.090705,25.855418,23.232021,23.072623,22.988236,19.248500,13.797548,1.596900,2.138424,1.554902,1.145837,0.952758,0.787826,43.865065,76.466115,74.495993,70.668605,55.055887,42.528440,684.638144,700.257051,714.707496,682.685125,700.986790,688.777214,3.204804,1.276026,0.522203,0.685113,0.934500,3.283688,148.193707,148.193707,148.193707,148.193707,111.145280,148.193707
Madhya Pradesh,Harda,2023,1.693000,900.000000,101.676823,533.157867,144.713330,385.974325,2.156911,31.108186,37.467814,31.428707,30.347107,31.313215,33.813243,30.454889,25.550806,23.948430,23.029269,23.017123,19.402128,16.045183,2.996140,2.699826,2.883240,2.257830,1.642572,1.356454,47.784448,73.160324,70.538974,69.309232,47.150568,50.997211,468.443899,399.317854,431.033320,436.280137,607.160648,464.198717,3.689618,1.584670,0.719619,0.778658,0.895579,3.227376,219.515896,112.417172,27.007743,45.983535,56.148041,130.600236
Madhya Pradesh,Harda,2024,1.778000,902.000000,126.460825,389.838099,389.019204,220.088330,85.483333,0.000000,37.761418,30.684959,30.339782,31.245215,33.098064,30.442474,25.912496,23.910054,23.457752,23.138241,21.750219,15.150042,3.089408,2.948275,2.623542,2.454290,1.695751,1.280177,49.509025,74.262218,75.853634,70.766328,58.044976,46.739125,580.719566,342.947081,393.942189,432.079581,545.315700,508.826084,3.958075,1.110308,0.633311,0.517910,1.148189,3.135496,179.872013,109.458417,27.494429,42.886300,79.970193,146.846861
Madhya Pradesh,Harda,2025,0.890000,640.000000,184.463890,425.927639,260.641356,288.566498,69.069174,1.187999,34.880021,29.770313,30.819806,30.847673,31.346766,29.254896,24.602996,23.158721,23.321151,22.569319,20.907084,13.913220,3.007587,3.073046,2.480578,1.166929,1.093029,0.718462,55.675828,74.555951,71.302442,67.229847,64.597778,51.040457,511.984662,374.712015,441.896110,443.212637,498.716734,502.395313,2.979097,0.905783,0.991577,0.678176,1.194439,1.945061,181.694401,133.761921,32.528510,66.940626,52.297913,154.440882
Madhya Pradesh,Hoshangabad,2021,0.710000,805.000000,304.840430,339.839241,252.323160,260.128810,64.456830,5.183853,36.453736,30.892145,30.292565,31.055569,32.048878,29.478907,23.888046,24.312667,23.196526,23.340719,20.210695,15.285511,1.961960,1.974619,1.794767,1.521667,1.115153,1.149667,59.055361,69.147266,74.024264,74.002162,55.612244,46.189121,553.675993,467.125590,431.944335,452.760557,583.256478,464.931316,2.154077,0.705427,1.937519,0.606452,2.600572,3.669507,148.528819,68.435724,71.219218,53.845119,108.748236,171.142183
Madhya Pradesh,Hoshangabad,2022,0.702000,805.000000,135.229800,674.989917,705.285890,308.535683,88.806622,0.000000,38.194068,30.108775,30.063887,30.953206,31.091864,29.445315,25.351998,23.321408,23.072865,22.821883,19.154170,13.310766,1.516982,2.004571,1.430492,1.061242,0.842557,0.714957,43.564641,76.650826,75.418079,71.105755,56.554559,44.684673,666.824155,664.479349,689.358275,677.381479,692.387852,677.054959,2.034140,0.801696,1.720743,0.661325,1.954226,3.182879,114.812341,114.812341,114.812341,114.812341,86.109256,114.812341
Madhya Pradesh,Hoshangabad,2023,0.351000,835.000000,165.874062,474.577969,250.969150,352.818195,4.192501,29.985768,37.536158,31.625431,30.332690,31.399009,33.460542,30.110910,25.483338,24.058998,23.049268,23.048496,19.143793,15.784489,3.035325,2.723774,2.937599,2.287877,1.674072,1.352760,47.502189,73.001451,70.616539,68.794869,46.710983,50.615673,460.379115,420.740662,435.736768,446.858331,600.913516,458.123618,2.267352,0.818881,2.068848,0.684766,2.047696,3.634918,171.088727,78.718934,34.132558,40.089514,91.255386,174.986999
Madhya Pradesh,Hoshangabad,2024,0.379000,1008.000000,133.238891,509.651942,468.906768,232.796067,71.859262,0.000000,37.780001,30.615131,30.188634,31.396804,32.787304,29.920012,25.890172,24.044127,23.587655,23.358833,21.574299,14.830431,3.156809,2.979212,2.540274,2.598780,1.745586,1.344208,49.995494,76.368060,77.412796,70.700260,58.664069,47.717077,571.211221,348.400996,388.516833,442.042975,542.585505,500.075478,2.696620,0.766642,1.914516,0.623877,2.971329,3.886640,135.794541,74.254864,41.224402,37.714945,130.657326,187.362270
Madhya Pradesh,Hoshangabad,2025,0.400000,540.000000,201.233488,724.133209,282.263097,318.843658,71.839174,0.284729,35.000504,29.315959,30.799307,30.813399,30.841341,28.608844,24.627189,23.111332,23.509364,22.895252,21.028505,13.799717,3.057645,2.960882,2.484978,1.126625,0.978868,0.600404,55.609354,76.738715,72.884265,68.223875,67.463081,53.016673,505.121626,371.596006,433.495809,452.853502,490.584484,495.620529,1.995149,0.469135,1.952433,0.658829,2.493996,3.669901,152.615899,87.874967,45.334675,62.659081,76.658417,194.700428
Madhya Pradesh,Indore,2021,2.220000,1100.000000,150.580673,218.575061,202.109617,292.988658,83.184291,3.343504,35.851913,30.661474,29.759088,30.747456,32.153545,29.592704,24.269025,24.218806,22.845477,23.085519,20.078937,14.929645,2.649145,2.634898,2.335474,1.894590,1.366227,1.502491,55.913129,68.549464,74.243283,74.621599,54.972766,43.389276,590.044318,472.517331,416.991108,433.958811,565.237743,455.624739,3.451853,1.311342,0.568325,0.721063,1.013151,3.068041,158.329918,107.956798,37.751253,59.286898,61.102752,113.165025
Madhya Pradesh,Indore,2022,1.859000,1175.000000,70.784759,396.513074,366.273692,246.521648,104.821115,0.000000,37.306305,29.519768,29.440646,30.899630,31.506908,29.899758,25.461720,23.072683,22.836378,22.797778,19.170778,13.994025,2.104251,2.393220,1.849488,1.349002,1.051386,0.796735,45.289461,76.773047,76.182478,71.282923,54.188178,43.444014,728.132699,752.341023,752.286395,716.220504,748.718509,729.359353,3.939322,1.193717,0.349317,0.741285,0.723923,3.800547,145.334681,145.334681,145.334681,145.334681,109.001011,145.334681
Madhya Pradesh,Indore,2023,2.179000,1080.000000,115.674589,443.300643,70.066896,507.136903,0.222892,36.921214,36.150013,31.339867,30.199342,31.382319,33.875294,29.956596,24.856388,23.789220,22.880421,22.831714,19.319328,15.782319,3.458127,3.099813,3.229897,2.610512,1.859444,1.677613,50.452938,72.355727,69.790618,68.157921,45.556509,49.808649,465.737867,419.813688,439.901650,454.376391,602.519244,454.341497,3.626614,1.451690,0.402598,1.134346,0.683594,2.735068,209.753290,130.430007,32.159523,65.430996,48.253421,111.723085
Madhya Pradesh,Indore,2024,2.179000,1175.000000,141.684298,302.066090,277.778610,240.944079,66.804849,0.000000,36.857724,30.376098,29.656547,30.810303,32.827094,30.227206,25.452989,23.901929,23.176479,22.822164,21.292551,14.996003,3.485816,3.410682,2.866227,2.719760,1.781719,1.428502,52.100181,74.708707,76.196749,70.651715,56.986064,44.814618,576.967001,344.821110,381.193690,427.907984,544.890748,502.570581,4.074868,1.492860,0.452032,0.612264,0.850485,2.208153,173.130370,124.573252,29.406588,51.660858,68.971505,120.358423
Madhya Pradesh,Indore,2025,2.140000,1015.000000,153.984287,203.921711,277.876613,271.383442,58.067780,3.586725,34.161898,29.629158,30.280162,30.649111,30.939946,28.632518,24.371589,23.029537,22.860491,22.000745,19.916121,13.296635,3.431061,3.600243,2.704802,1.369061,1.116468,0.610490,56.088211,72.585997,71.153206,65.528943,62.569291,50.250760,508.574356,382.492636,423.279702,437.033611,501.030261,502.600759,4.020412,1.165284,0.472810,0.866752,0.792763,2.209490,170.233362,127.942822,35.712982,78.604651,21.274668,131.465044
Madhya Pradesh,Jabalpur,2021,0.000000,1000.000000,168.348061,240.844071,110.888950,237.738036,30.840997,0.125556,36.792840,31.834855,30.939400,31.474361,31.938790,28.946053,24.250495,24.681039,23.935875,23.612344,20.537458,14.414059,1.926672,1.985371,1.935037,1.675120,1.246652,1.046125,60.034096,69.355764,73.894889,73.057420,56.062148,47.320566,544.787915,467.254855,446.643565,470.030635,576.564234,458.674785,1.100000,0.600000,0.700000,0.700000,2.200000,2.400000,167.600000,74.100000,47.300000,72.600000,125.100000,184.000000
Madhya Pradesh,Jabalpur,2022,0.001000,1000.000000,157.537988,380.432191,460.282020,231.223931,76.457848,0.000000,38.715533,32.206113,30.973842,31.375401,31.205593,28.933199,25.622530,23.753217,23.471135,23.191055,19.256064,12.809535,1.242346,1.789035,1.203470,0.939279,0.762862,0.550091,44.453017,71.287861,74.301292,72.083423,58.383286,46.712665,674.551331,702.263350,701.827439,678.782991,698.260195,680.123672,1.700000,1.000000,0.500000,0.600000,1.300000,1.800000,73.600000,73.600000,73.600000,73.600000,55.200000,73.600000
Madhya Pradesh,Jabalpur,2024,0.004000,1000.000000,122.982391,505.508903,472.579072,256.492180,9.912396,0.000000,38.630128,31.429428,30.488616,31.442337,32.739602,29.653620,26.756042,24.433516,23.798072,23.592881,21.467134,14.585563,3.092072,2.887266,2.503544,2.575526,1.714263,1.299414,48.087005,75.204703,77.344219,71.442041,58.314427,48.139634,565.784503,394.001814,389.508068,429.861716,524.365444,479.805273,1.800000,0.900000,0.500000,0.600000,1.500000,1.400000,129.000000,95.400000,23.000000,47.700000,119.800000,170.300000
Madhya Pradesh,Jabalpur,2025,0.000000,540.000000,201.636255,628.237654,236.457293,221.418261,71.675121,1.555932,35.184887,29.726746,30.984384,31.286049,30.436847,27.693883,25.090013,23.500112,23.915432,23.527462,21.111108,13.014244,2.967183,2.854353,2.434238,1.049100,0.865038,0.509181,55.652788,76.672399,73.836345,68.673838,68.964540,53.482357,504.643408,393.452910,440.591375,454.382312,481.977885,483.920942,1.500000,0.700000,0.600000,0.600000,1.100000,1.700000,167.300000,94.700000,36.400000,78.100000,61.400000,182.100000
Madhya Pradesh,Jhabua,2021,0.670000,916.000000,115.248181,218.635555,172.579940,252.636950,54.176464,6.763232,35.961197,30.911210,30.143455,31.017681,32.494602,30.146408,24.887655,24.489328,23.142604,23.392478,20.537967,15.592919,2.784357,2.875331,2.322536,2.012378,1.330838,1.521813,56.476075,68.022414,72.575232,74.880870,55.590219,43.554499,602.951502,483.211143,430.579407,426.538594,572.733767,458.118804,3.138257,0.878167,0.477141,0.920464,2.060656,3.888680,177.320391,95.908399,35.062740,78.837522,106.231932,153.512208
Madhya Pradesh,Jhabua,2022,0.714000,1115.000000,61.828942,308.953276,291.806020,173.718175,60.790085,0.000000,37.417522,29.939081,30.068102,31.857959,32.298541,30.995511,25.783323,23.364230,23.157882,23.213925,19.659704,14.830349,2.132974,2.428015,1.557259,1.250895,1.002043,0.682855,46.113698,74.834097,74.452169,67.608847,52.188057,41.832136,743.106993,767.038192,763.302615,736.725978,765.905670,741.419406,3.831682,1.270214,0.357549,0.874818,1.292645,3.748488,105.940336,105.940336,105.940336,105.940336,79.455252,105.940336
Madhya Pradesh,Jhabua,2023,0.743000,925.000000,80.657736,360.996263,94.462161,503.755227,0.000000,44.738640,36.245495,31.194452,30.333329,31.435929,34.093100,30.597091,25.138199,23.794423,23.051279,23.028335,19.793663,16.522372,3.459717,3.354852,3.321731,2.726949,1.919083,1.779853,49.209978,71.531847,69.429421,68.502653,47.234847,50.098853,482.296391,412.520307,438.286551,461.130471,606.618397,462.270574,3.034320,1.263295,0.350956,1.008693,1.358421,3.204506,213.842915,115.175254,29.095710,74.124563,84.426278,160.818789
Madhya Pradesh,Jhabua,2024,0.795000,971.000000,106.364602,234.544704,329.968857,364.838515,44.707025,0.000000,37.168326,30.856901,29.953582,30.918351,33.070684,30.605551,25.997593,24.164640,23.342306,22.961671,21.612401,15.260434,3.368350,3.496041,2.951044,2.766141,1.729236,1.362510,49.195799,72.209201,75.221578,70.398171,56.104016,43.791184,597.727227,372.415851,388.000495,441.412540,547.514925,504.400176,3.661892,1.259707,0.389438,0.697394,1.592778,3.369229,172.936411,108.495815,26.041134,59.184615,113.831224,172.285188
Madhya Pradesh,Jhabua,2025,0.830000,955.000000,244.795063,226.550514,251.886125,257.401493,98.004076,0.603207,34.348336,29.947566,30.600843,30.896465,31.136004,28.653400,24.768461,23.295119,23.220882,22.615658,20.171886,14.012284,3.374360,3.729636,2.818857,1.348488,1.092694,0.514194,55.966667,72.266084,70.381904,65.192840,61.382326,50.627082,526.917418,392.276100,436.967536,461.817675,509.702074,498.577577,2.835539,1.125684,0.700809,0.852130,1.445344,2.802773,169.646318,126.007249,39.433655,98.904915,21.557923,189.277545
Madhya Pradesh,Khandwa,2021,1.760000,1100.000000,129.578104,244.402821,153.604023,271.411869,99.183792,1.712328,36.264443,30.888298,30.397380,30.970756,32.463234,30.246801,24.365836,24.373805,23.091565,23.372631,20.610420,16.554622,1.914110,1.973930,1.757007,1.451643,1.133955,1.207747,57.344503,69.046379,72.902682,74.796337,55.874382,46.713646,559.091877,462.511655,428.171797,429.715600,574.517840,462.729686,3.215735,1.062007,0.513792,0.988336,1.749696,3.012559,159.883854,95.767047,31.576353,83.504366,99.948732,144.263408
Madhya Pradesh,Khandwa,2022,1.644000,1165.000000,124.886306,551.570603,317.201481,241.893407,96.443379,0.000000,37.774806,29.806743,30.330384,31.148457,31.491092,30.211864,25.730443,23.163335,23.111535,22.960492,19.212734,13.883121,1.548555,2.074773,1.537166,1.185091,1.009787,0.835387,46.958033,76.067543,73.158444,70.615223,55.151445,42.167664,673.983439,698.522306,705.587511,673.351339,700.651502,692.054272,3.694787,1.419780,0.412966,0.887683,1.201634,3.442845,128.779685,128.779685,128.779685,128.779685,96.584764,128.779685
Madhya Pradesh,Khandwa,2023,1.924000,1030.000000,79.830987,418.010114,85.992698,422.219272,2.852881,42.327380,37.037262,31.217874,30.433077,31.331632,33.984675,30.743502,25.406463,23.897964,23.092707,23.070126,19.715938,16.545925,3.186777,2.891101,3.035222,2.453114,1.748983,1.522303,50.184057,73.903027,70.431566,69.735940,48.190424,51.595615,476.976178,385.620210,432.162065,432.691528,610.646603,468.503969,2.826928,1.308634,0.323928,0.936450,1.140221,2.580771,200.130619,103.864678,24.105293,63.003801,75.922543,137.312141
Madhya Pradesh,Khandwa,2024,1.962000,1102.000000,147.576438,353.012369,307.941195,235.468413,70.702491,0.000000,37.269333,30.632580,30.329938,31.227618,33.198438,30.673347,25.674222,23.992521,23.510532,23.132574,21.828601,15.322609,3.202628,2.930741,2.605067,2.502097,1.686510,1.266509,51.726258,75.065398,75.861939,70.478570,57.605056,45.361818,569.029716,333.543891,383.715838,424.697781,546.056278,509.061810,3.882730,1.113422,0.450894,0.749959,1.523548,2.519522,172.235861,100.543362,26.022882,59.773775,107.498174,149.905190
Madhya Pradesh,Khandwa,2025,1.780000,700.000000,161.169636,263.527221,268.630558,258.840803,47.020929,1.474363,34.645048,30.042382,30.774725,30.737610,31.429393,29.198737,24.602074,23.342303,23.307241,22.414644,20.605955,13.608907,3.133953,3.198461,2.565203,1.179554,1.118973,0.690410,55.962561,73.304932,70.873496,65.846831,62.154113,50.136626,526.350554,384.646614,429.078714,433.494500,504.832741,502.093184,3.055036,1.156684,0.562163,0.835775,1.365976,2.160536,170.849287,122.393088,28.449731,87.824584,58.860027,161.721485
Madhya Pradesh,Khargone,2021,0.620000,914.000000,105.937796,172.609433,124.640008,261.716804,76.016281,3.744895,36.113645,30.854583,30.382445,30.979663,32.566014,30.515131,24.553199,24.335456,23.053328,23.281523,20.620796,16.660842,2.267081,2.301690,1.926794,1.667896,1.199517,1.403733,56.498176,68.756115,72.752609,75.008093,56.354700,46.515420,570.959703,460.058124,424.764707,421.708790,570.740488,460.789978,2.238026,0.809568,0.491527,1.152479,2.153653,3.053955,159.623303,92.034909,33.110390,94.965569,118.715390,149.732786
